Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,Circuit_quali
1.0,HAM,44,Mercedes,1.0,2018,15,Singapore,1.0,44,Mercedes,Singapore
2.0,VER,33,Red Bull Racing,2.0,2018,15,Singapore,2.0,33,Red Bull Racing,Singapore
3.0,VET,5,Ferrari,3.0,2018,15,Singapore,3.0,5,Ferrari,Singapore
4.0,BOT,77,Mercedes,4.0,2018,15,Singapore,4.0,77,Mercedes,Singapore
5.0,RAI,7,Ferrari,5.0,2018,15,Singapore,5.0,7,Ferrari,Singapore
6.0,RIC,3,Red Bull Racing,6.0,2018,15,Singapore,6.0,3,Red Bull Racing,Singapore
7.0,ALO,14,McLaren,11.0,2018,15,Singapore,11.0,14,McLaren,Singapore
8.0,SAI,55,Renault,12.0,2018,15,Singapore,12.0,55,Renault,Singapore
9.0,LEC,16,Sauber,13.0,2018,15,Singapore,13.0,16,Sauber,Singapore
10.0,HUL,27,Renault,10.0,2018,15,Singapore,10.0,27,Renault,Singapore
11.0,ERI,9,Sauber,14.0,2018,15,Singapore,14.0,9,Sauber,Singapore
12.0,VAN,2,McLaren,18.0,2018,15,Singapore,18.0,2,McLaren,Singapore
13.0,GAS,10,Toro Rosso,15.0,2018,15,Singapore,15.0,10,Toro Rosso,Singapore
14.0,STR,18,Williams,20.0,2018,15,Singapore,20.0,18,Williams,Singapore
15.0,GRO,8,Haas F1 Team,8.0,2018,15,Singapore,8.0,8,Haas F1 Team,Singapore
16.0,PER,11,Racing Point,7.0,2018,15,Singapore,7.0,11,Racing Point,Singapore
17.0,HAR,28,Toro Rosso,17.0,2018,15,Singapore,17.0,28,Toro Rosso,Singapore
18.0,MAG,20,Haas F1 Team,16.0,2018,15,Singapore,16.0,20,Haas F1 Team,Singapore
19.0,SIR,35,Williams,19.0,2018,15,Singapore,19.0,35,Williams,Singapore
20.0,OCO,31,Racing Point,9.0,2018,15,Singapore,9.0,31,Racing Point,Singapore
1.0,HAM,44,Mercedes,2.0,2018,16,Sochi,2.0,44,Mercedes,Sochi
2.0,BOT,77,Mercedes,1.0,2018,16,Sochi,1.0,77,Mercedes,Sochi
3.0,VET,5,Ferrari,3.0,2018,16,Sochi,3.0,5,Ferrari,Sochi
4.0,RAI,7,Ferrari,4.0,2018,16,Sochi,4.0,7,Ferrari,Sochi
5.0,VER,33,Red Bull Racing,19.0,2018,16,Sochi,11.0,33,Red Bull Racing,Sochi
6.0,RIC,3,Red Bull Racing,18.0,2018,16,Sochi,12.0,3,Red Bull Racing,Sochi
7.0,LEC,16,Sauber,7.0,2018,16,Sochi,7.0,16,Sauber,Sochi
8.0,MAG,20,Haas F1 Team,5.0,2018,16,Sochi,5.0,20,Haas F1 Team,Sochi
9.0,OCO,31,Racing Point,6.0,2018,16,Sochi,6.0,31,Racing Point,Sochi
10.0,PER,11,Racing Point,8.0,2018,16,Sochi,8.0,11,Racing Point,Sochi
11.0,GRO,8,Haas F1 Team,9.0,2018,16,Sochi,9.0,8,Haas F1 Team,Sochi
12.0,HUL,27,Renault,12.0,2018,16,Sochi,15.0,27,Renault,Sochi
13.0,ERI,9,Sauber,10.0,2018,16,Sochi,10.0,9,Sauber,Sochi
14.0,ALO,14,McLaren,16.0,2018,16,Sochi,17.0,14,McLaren,Sochi
15.0,STR,18,Williams,14.0,2018,16,Sochi,20.0,18,Williams,Sochi
16.0,VAN,2,McLaren,15.0,2018,16,Sochi,19.0,2,McLaren,Sochi
17.0,SAI,55,Renault,11.0,2018,16,Sochi,14.0,55,Renault,Sochi
18.0,SIR,35,Williams,13.0,2018,16,Sochi,18.0,35,Williams,Sochi
19.0,GAS,10,Toro Rosso,17.0,2018,16,Sochi,13.0,10,Toro Rosso,Sochi
20.0,HAR,28,Toro Rosso,20.0,2018,16,Sochi,16.0,28,Toro Rosso,Sochi
1.0,HAM,44,Mercedes,1.0,2018,17,Suzuka,1.0,44,Mercedes,Suzuka
2.0,BOT,77,Mercedes,2.0,2018,17,Suzuka,2.0,77,Mercedes,Suzuka
3.0,VER,33,Red Bull Racing,3.0,2018,17,Suzuka,3.0,33,Red Bull Racing,Suzuka
4.0,RIC,3,Red Bull Racing,15.0,2018,17,Suzuka,15.0,3,Red Bull Racing,Suzuka
5.0,RAI,7,Ferrari,4.0,2018,17,Suzuka,4.0,7,Ferrari,Suzuka
6.0,VET,5,Ferrari,8.0,2018,17,Suzuka,9.0,5,Ferrari,Suzuka
7.0,PER,11,Racing Point,9.0,2018,17,Suzuka,10.0,11,Racing Point,Suzuka
8.0,GRO,8,Haas F1 Team,5.0,2018,17,Suzuka,5.0,8,Haas F1 Team,Suzuka
9.0,OCO,31,Racing Point,11.0,2018,17,Suzuka,8.0,31,Racing Point,Suzuka
10.0,SAI,55,Renault,13.0,2018,17,Suzuka,13.0,55,Renault,Suzuka
11.0,GAS,10,Toro Rosso,7.0,2018,17,Suzuka,7.0,10,Toro Rosso,Suzuka
12.0,ERI,9,Sauber,20.0,2018,17,Suzuka,20.0,9,Sauber,Suzuka
13.0,HAR,28,Toro Rosso,6.0,2018,17,Suzuka,6.0,28,Toro Rosso,Suzuka
14.0,ALO,14,McLaren,18.0,2018,17,Suzuka,18.0,14,McLaren,Suzuka
15.0,VAN,2,McLaren,19.0,2018,17,Suzuka,19.0,2,McLaren,Suzuka
16.0,SIR,35,Williams,17.0,2018,17,Suzuka,17.0,35,Williams,Suzuka
17.0,STR,18,Williams,14.0,2018,17,Suzuka,14.0,18,Williams,Suzuka
18.0,LEC,16,Sauber,10.0,2018,17,Suzuka,11.0,16,Sauber,Suzuka
19.0,HUL,27,Renault,16.0,2018,17,Suzuka,16.0,27,Renault,Suzuka
20.0,MAG,20,Haas F1 Team,12.0,2018,17,Suzuka,12.0,20,Haas F1 Team,Suzuka
1.0,RAI,7,Ferrari,2.0,2018,18,Austin,3.0,7,Ferrari,Austin
2.0,VER,33,Red Bull Racing,18.0,2018,18,Austin,15.0,33,Red Bull Racing,Austin
3.0,HAM,44,Mercedes,1.0,2018,18,Austin,1.0,44,Mercedes,Austin
4.0,VET,5,Ferrari,5.0,2018,18,Austin,2.0,5,Ferrari,Austin
5.0,BOT,77,Mercedes,3.0,2018,18,Austin,4.0,77,Mercedes,Austin
6.0,HUL,27,Renault,7.0,2018,18,Austin,7.0,27,Renault,Austin
7.0,SAI,55,Renault,11.0,2018,18,Austin,11.0,55,Renault,Austin
8.0,PER,11,Racing Point,10.0,2018,18,Austin,10.0,11,Racing Point,Austin
9.0,HAR,28,Toro Rosso,20.0,2018,18,Austin,14.0,28,Toro Rosso,Austin
10.0,ERI,9,Sauber,16.0,2018,18,Austin,19.0,9,Sauber,Austin
11.0,VAN,2,McLaren,17.0,2018,18,Austin,20.0,2,McLaren,Austin
12.0,GAS,10,Toro Rosso,19.0,2018,18,Austin,13.0,10,Toro Rosso,Austin
13.0,SIR,35,Williams,14.0,2018,18,Austin,17.0,35,Williams,Austin
14.0,STR,18,Williams,15.0,2018,18,Austin,18.0,18,Williams,Austin
15.0,LEC,16,Sauber,9.0,2018,18,Austin,9.0,16,Sauber,Austin
16.0,RIC,3,Red Bull Racing,4.0,2018,18,Austin,5.0,3,Red Bull Racing,Austin
17.0,GRO,8,Haas F1 Team,8.0,2018,18,Austin,8.0,8,Haas F1 Team,Austin
18.0,ALO,14,McLaren,13.0,2018,18,Austin,16.0,14,McLaren,Austin
19.0,OCO,31,Racing Point,6.0,2018,18,Austin,6.0,31,Racing Point,Austin
20.0,MAG,20,Haas F1 Team,12.0,2018,18,Austin,12.0,20,Haas F1 Team,Austin
1.0,VER,33,Red Bull Racing,2.0,2018,19,Mexico City,2.0,33,Red Bull Racing,Mexico City
2.0,VET,5,Ferrari,4.0,2018,19,Mexico City,4.0,5,Ferrari,Mexico City
3.0,RAI,7,Ferrari,6.0,2018,19,Mexico City,6.0,7,Ferrari,Mexico City
4.0,HAM,44,Mercedes,3.0,2018,19,Mexico City,3.0,44,Mercedes,Mexico City
5.0,BOT,77,Mercedes,5.0,2018,19,Mexico City,5.0,77,Mercedes,Mexico City
6.0,HUL,27,Renault,7.0,2018,19,Mexico City,7.0,27,Renault,Mexico City
7.0,LEC,16,Sauber,9.0,2018,19,Mexico City,9.0,16,Sauber,Mexico City
8.0,VAN,2,McLaren,15.0,2018,19,Mexico City,17.0,2,McLaren,Mexico City
9.0,ERI,9,Sauber,10.0,2018,19,Mexico City,10.0,9,Sauber,Mexico City
10.0,GAS,10,Toro Rosso,20.0,2018,19,Mexico City,15.0,10,Toro Rosso,Mexico City
11.0,OCO,31,Racing Point,11.0,2018,19,Mexico City,11.0,31,Racing Point,Mexico City
12.0,STR,18,Williams,17.0,2018,19,Mexico City,19.0,18,Williams,Mexico City
13.0,SIR,35,Williams,19.0,2018,19,Mexico City,20.0,35,Williams,Mexico City
14.0,HAR,28,Toro Rosso,14.0,2018,19,Mexico City,14.0,28,Toro Rosso,Mexico City
15.0,MAG,20,Haas F1 Team,16.0,2018,19,Mexico City,18.0,20,Haas F1 Team,Mexico City
16.0,GRO,8,Haas F1 Team,18.0,2018,19,Mexico City,16.0,8,Haas F1 Team,Mexico City
17.0,RIC,3,Red Bull Racing,1.0,2018,19,Mexico City,1.0,3,Red Bull Racing,Mexico City
18.0,PER,11,Racing Point,13.0,2018,19,Mexico City,13.0,11,Racing Point,Mexico City
19.0,SAI,55,Renault,8.0,2018,19,Mexico City,8.0,55,Renault,Mexico City
20.0,ALO,14,McLaren,12.0,2018,19,Mexico City,12.0,14,McLaren,Mexico City
1.0,HAM,44,Mercedes,1.0,2018,20,São Paulo,1.0,44,Mercedes,São Paulo
2.0,VER,33,Red Bull Racing,5.0,2018,20,São Paulo,5.0,33,Red Bull Racing,São Paulo
3.0,RAI,7,Ferrari,4.0,2018,20,São Paulo,4.0,7,Ferrari,São Paulo
4.0,RIC,3,Red Bull Racing,11.0,2018,20,São Paulo,6.0,3,Red Bull Racing,São Paulo
5.0,BOT,77,Mercedes,3.0,2018,20,São Paulo,3.0,77,Mercedes,São Paulo
6.0,VET,5,Ferrari,2.0,2018,20,São Paulo,2.0,5,Ferrari,São Paulo
7.0,LEC,16,Sauber,7.0,2018,20,São Paulo,8.0,16,Sauber,São Paulo
8.0,GRO,8,Haas F1 Team,8.0,2018,20,São Paulo,9.0,8,Haas F1 Team,São Paulo
9.0,MAG,20,Haas F1 Team,10.0,2018,20,São Paulo,11.0,20,Haas F1 Team,São Paulo
10.0,PER,11,Racing Point,12.0,2018,20,São Paulo,12.0,11,Racing Point,São Paulo
11.0,HAR,28,Toro Rosso,16.0,2018,20,São Paulo,17.0,28,Toro Rosso,São Paulo
12.0,SAI,55,Renault,15.0,2018,20,São Paulo,16.0,55,Renault,São Paulo
13.0,GAS,10,Toro Rosso,9.0,2018,20,São Paulo,10.0,10,Toro Rosso,São Paulo
14.0,VAN,2,McLaren,20.0,2018,20,São Paulo,20.0,2,McLaren,São Paulo
15.0,OCO,31,Racing Point,18.0,2018,20,São Paulo,13.0,31,Racing Point,São Paulo
16.0,SIR,35,Williams,14.0,2018,20,São Paulo,15.0,35,Williams,São Paulo
17.0,ALO,14,McLaren,17.0,2018,20,São Paulo,18.0,14,McLaren,São Paulo
18.0,STR,18,Williams,19.0,2018,20,São Paulo,19.0,18,Williams,São Paulo
19.0,HUL,27,Renault,13.0,2018,20,São Paulo,14.0,27,Renault,São Paulo
20.0,ERI,9,Sauber,6.0,2018,20,São Paulo,7.0,9,Sauber,São Paulo
1.0,HAM,44,Mercedes,1.0,2018,21,Yas Marina,1.0,44,Mercedes,Yas Marina
2.0,VET,5,Ferrari,3.0,2018,21,Yas Marina,3.0,5,Ferrari,Yas Marina
3.0,VER,33,Red Bull Racing,6.0,2018,21,Yas Marina,6.0,33,Red Bull Racing,Yas Marina
4.0,RIC,3,Red Bull Racing,5.0,2018,21,Yas Marina,5.0,3,Red Bull Racing,Yas Marina
5.0,BOT,77,Mercedes,2.0,2018,21,Yas Marina,2.0,77,Mercedes,Yas Marina
6.0,SAI,55,Renault,11.0,2018,21,Yas Marina,11.0,55,Renault,Yas Marina
7.0,LEC,16,Sauber,8.0,2018,21,Yas Marina,8.0,16,Sauber,Yas Marina
8.0,PER,11,Racing Point,14.0,2018,21,Yas Marina,14.0,11,Racing Point,Yas Marina
9.0,GRO,8,Haas F1 Team,7.0,2018,21,Yas Marina,7.0,8,Haas F1 Team,Yas Marina
10.0,MAG,20,Haas F1 Team,13.0,2018,21,Yas Marina,13.0,20,Haas F1 Team,Yas Marina
11.0,ALO,14,McLaren,15.0,2018,21,Yas Marina,15.0,14,McLaren,Yas Marina
12.0,HAR,28,Toro Rosso,16.0,2018,21,Yas Marina,16.0,28,Toro Rosso,Yas Marina
13.0,STR,18,Williams,20.0,2018,21,Yas Marina,20.0,18,Williams,Yas Marina
14.0,VAN,2,McLaren,18.0,2018,21,Yas Marina,18.0,2,McLaren,Yas Marina
15.0,SIR,35,Williams,19.0,2018,21,Yas Marina,19.0,35,Williams,Yas Marina
16.0,GAS,10,Toro Rosso,17.0,2018,21,Yas Marina,17.0,10,Toro Rosso,Yas Marina
17.0,OCO,31,Racing Point,9.0,2018,21,Yas Marina,9.0,31,Racing Point,Yas Marina
18.0,ERI,9,Sauber,12.0,2018,21,Yas Marina,12.0,9,Sauber,Yas Marina
19.0,RAI,7,Ferrari,4.0,2018,21,Yas Marina,4.0,7,Ferrari,Yas Marina
20.0,HUL,27,Renault,10.0,2018,21,Yas Marina,10.0,27,Renault,Yas Marina
1.0,BOT,77,Mercedes,2.0,2019,1,Melbourne,2.0,77,Mercedes,Melbourne
2.0,HAM,44,Mercedes,1.0,2019,1,Melbourne,1.0,44,Mercedes,Melbourne
3.0,VER,33,Red Bull Racing,4.0,2019,1,Melbourne,4.0,33,Red Bull Racing,Melbourne
4.0,VET,5,Ferrari,3.0,2019,1,Melbourne,3.0,5,Ferrari,Melbourne
5.0,LEC,16,Ferrari,5.0,2019,1,Melbourne,5.0,16,Ferrari,Melbourne
6.0,MAG,20,Haas F1 Team,7.0,2019,1,Melbourne,7.0,20,Haas F1 Team,Melbourne
7.0,HUL,27,Renault,11.0,2019,1,Melbourne,11.0,27,Renault,Melbourne
8.0,RAI,7,Alfa Romeo Racing,9.0,2019,1,Melbourne,9.0,7,Alfa Romeo Racing,Melbourne
9.0,STR,18,Racing Point,16.0,2019,1,Melbourne,16.0,18,Racing Point,Melbourne
10.0,KVY,26,Toro Rosso,15.0,2019,1,Melbourne,15.0,26,Toro Rosso,Melbourne
11.0,GAS,10,Red Bull Racing,17.0,2019,1,Melbourne,17.0,10,Red Bull Racing,Melbourne
12.0,NOR,4,McLaren,8.0,2019,1,Melbourne,8.0,4,McLaren,Melbourne
13.0,PER,11,Racing Point,10.0,2019,1,Melbourne,10.0,11,Racing Point,Melbourne
14.0,ALB,23,Toro Rosso,13.0,2019,1,Melbourne,13.0,23,Toro Rosso,Melbourne
15.0,GIO,99,Alfa Romeo Racing,14.0,2019,1,Melbourne,14.0,99,Alfa Romeo Racing,Melbourne
16.0,RUS,63,Williams,19.0,2019,1,Melbourne,19.0,63,Williams,Melbourne
17.0,KUB,88,Williams,20.0,2019,1,Melbourne,20.0,88,Williams,Melbourne
18.0,GRO,8,Haas F1 Team,6.0,2019,1,Melbourne,6.0,8,Haas F1 Team,Melbourne
19.0,RIC,3,Renault,12.0,2019,1,Melbourne,12.0,3,Renault,Melbourne
20.0,SAI,55,McLaren,18.0,2019,1,Melbourne,18.0,55,McLaren,Melbourne
1.0,HAM,44,Mercedes,3.0,2019,2,Sakhir,3.0,44,Mercedes,Sakhir
2.0,BOT,77,Mercedes,4.0,2019,2,Sakhir,4.0,77,Mercedes,Sakhir
3.0,LEC,16,Ferrari,1.0,2019,2,Sakhir,1.0,16,Ferrari,Sakhir
4.0,VER,33,Red Bull Racing,5.0,2019,2,Sakhir,5.0,33,Red Bull Racing,Sakhir
5.0,VET,5,Ferrari,2.0,2019,2,Sakhir,2.0,5,Ferrari,Sakhir
6.0,NOR,4,McLaren,9.0,2019,2,Sakhir,10.0,4,McLaren,Sakhir
7.0,RAI,7,Alfa Romeo Racing,8.0,2019,2,Sakhir,9.0,7,Alfa Romeo Racing,Sakhir
8.0,GAS,10,Red Bull Racing,13.0,2019,2,Sakhir,13.0,10,Red Bull Racing,Sakhir
9.0,ALB,23,Toro Rosso,12.0,2019,2,Sakhir,12.0,23,Toro Rosso,Sakhir
10.0,PER,11,Racing Point,14.0,2019,2,Sakhir,14.0,11,Racing Point,Sakhir
11.0,GIO,99,Alfa Romeo Racing,16.0,2019,2,Sakhir,16.0,99,Alfa Romeo Racing,Sakhir
12.0,KVY,26,Toro Rosso,15.0,2019,2,Sakhir,15.0,26,Toro Rosso,Sakhir
13.0,MAG,20,Haas F1 Team,6.0,2019,2,Sakhir,6.0,20,Haas F1 Team,Sakhir
14.0,STR,18,Racing Point,18.0,2019,2,Sakhir,18.0,18,Racing Point,Sakhir
15.0,RUS,63,Williams,19.0,2019,2,Sakhir,19.0,63,Williams,Sakhir
16.0,KUB,88,Williams,20.0,2019,2,Sakhir,20.0,88,Williams,Sakhir
17.0,HUL,27,Renault,17.0,2019,2,Sakhir,17.0,27,Renault,Sakhir
18.0,RIC,3,Renault,10.0,2019,2,Sakhir,11.0,3,Renault,Sakhir
19.0,SAI,55,McLaren,7.0,2019,2,Sakhir,7.0,55,McLaren,Sakhir
20.0,GRO,8,Haas F1 Team,11.0,2019,2,Sakhir,8.0,8,Haas F1 Team,Sakhir
1.0,HAM,44,Mercedes,2.0,2019,3,Shanghai,2.0,44,Mercedes,Shanghai
2.0,BOT,77,Mercedes,1.0,2019,3,Shanghai,1.0,77,Mercedes,Shanghai
3.0,VET,5,Ferrari,3.0,2019,3,Shanghai,3.0,5,Ferrari,Shanghai
4.0,VER,33,Red Bull Racing,5.0,2019,3,Shanghai,5.0,33,Red Bull Racing,Shanghai
5.0,LEC,16,Ferrari,4.0,2019,3,Shanghai,4.0,16,Ferrari,Shanghai
6.0,GAS,10,Red Bull Racing,6.0,2019,3,Shanghai,6.0,10,Red Bull Racing,Shanghai
7.0,RIC,3,Renault,7.0,2019,3,Shanghai,7.0,3,Renault,Shanghai
8.0,PER,11,Racing Point,12.0,2019,3,Shanghai,12.0,11,Racing Point,Shanghai
9.0,RAI,7,Alfa Romeo Racing,13.0,2019,3,Shanghai,13.0,7,Alfa Romeo Racing,Shanghai
10.0,ALB,23,Toro Rosso,0.0,2019,3,Shanghai,,23,Toro Rosso,Shanghai
11.0,GRO,8,Haas F1 Team,10.0,2019,3,Shanghai,10.0,8,Haas F1 Team,Shanghai
12.0,STR,18,Racing Point,16.0,2019,3,Shanghai,16.0,18,Racing Point,Shanghai
13.0,MAG,20,Haas F1 Team,9.0,2019,3,Shanghai,9.0,20,Haas F1 Team,Shanghai
14.0,SAI,55,McLaren,14.0,2019,3,Shanghai,14.0,55,McLaren,Shanghai
15.0,GIO,99,Alfa Romeo Racing,19.0,2019,3,Shanghai,,99,Alfa Romeo Racing,Shanghai
16.0,RUS,63,Williams,17.0,2019,3,Shanghai,17.0,63,Williams,Shanghai
17.0,KUB,88,Williams,18.0,2019,3,Shanghai,18.0,88,Williams,Shanghai
18.0,NOR,4,McLaren,15.0,2019,3,Shanghai,15.0,4,McLaren,Shanghai
19.0,KVY,26,Toro Rosso,11.0,2019,3,Shanghai,11.0,26,Toro Rosso,Shanghai
20.0,HUL,27,Renault,8.0,2019,3,Shanghai,8.0,27,Renault,Shanghai
1.0,BOT,77,Mercedes,1.0,2019,4,Baku,1.0,77,Mercedes,Baku
2.0,HAM,44,Mercedes,2.0,2019,4,Baku,2.0,44,Mercedes,Baku
3.0,VET,5,Ferrari,3.0,2019,4,Baku,3.0,5,Ferrari,Baku
4.0,VER,33,Red Bull Racing,4.0,2019,4,Baku,4.0,33,Red Bull Racing,Baku
5.0,LEC,16,Ferrari,8.0,2019,4,Baku,9.0,16,Ferrari,Baku
6.0,PER,11,Racing Point,5.0,2019,4,Baku,5.0,11,Racing Point,Baku
7.0,SAI,55,McLaren,9.0,2019,4,Baku,10.0,55,McLaren,Baku
8.0,NOR,4,McLaren,7.0,2019,4,Baku,7.0,4,McLaren,Baku
9.0,STR,18,Racing Point,13.0,2019,4,Baku,14.0,18,Racing Point,Baku
10.0,RAI,7,Alfa Romeo Racing,0.0,2019,4,Baku,19.0,7,Alfa Romeo Racing,Baku
11.0,ALB,23,Toro Rosso,11.0,2019,4,Baku,12.0,23,Toro Rosso,Baku
12.0,GIO,99,Alfa Romeo Racing,17.0,2019,4,Baku,8.0,99,Alfa Romeo Racing,Baku
13.0,MAG,20,Haas F1 Team,12.0,2019,4,Baku,13.0,20,Haas F1 Team,Baku
14.0,HUL,27,Renault,15.0,2019,4,Baku,16.0,27,Renault,Baku
15.0,RUS,63,Williams,16.0,2019,4,Baku,17.0,63,Williams,Baku
16.0,KUB,88,Williams,0.0,2019,4,Baku,18.0,88,Williams,Baku
17.0,GAS,10,Red Bull Racing,0.0,2019,4,Baku,20.0,10,Red Bull Racing,Baku
18.0,GRO,8,Haas F1 Team,14.0,2019,4,Baku,15.0,8,Haas F1 Team,Baku
19.0,KVY,26,Toro Rosso,6.0,2019,4,Baku,6.0,26,Toro Rosso,Baku
20.0,RIC,3,Renault,10.0,2019,4,Baku,11.0,3,Renault,Baku
1.0,HAM,44,Mercedes,2.0,2019,5,Barcelona,2.0,44,Mercedes,Barcelona
2.0,BOT,77,Mercedes,1.0,2019,5,Barcelona,1.0,77,Mercedes,Barcelona
3.0,VER,33,Red Bull Racing,4.0,2019,5,Barcelona,4.0,33,Red Bull Racing,Barcelona
4.0,VET,5,Ferrari,3.0,2019,5,Barcelona,3.0,5,Ferrari,Barcelona
5.0,LEC,16,Ferrari,5.0,2019,5,Barcelona,5.0,16,Ferrari,Barcelona
6.0,GAS,10,Red Bull Racing,6.0,2019,5,Barcelona,6.0,10,Red Bull Racing,Barcelona
7.0,MAG,20,Haas F1 Team,8.0,2019,5,Barcelona,8.0,20,Haas F1 Team,Barcelona
8.0,SAI,55,McLaren,12.0,2019,5,Barcelona,13.0,55,McLaren,Barcelona
9.0,KVY,26,Toro Rosso,9.0,2019,5,Barcelona,9.0,26,Toro Rosso,Barcelona
10.0,GRO,8,Haas F1 Team,7.0,2019,5,Barcelona,7.0,8,Haas F1 Team,Barcelona
11.0,ALB,23,Toro Rosso,11.0,2019,5,Barcelona,12.0,23,Toro Rosso,Barcelona
12.0,RIC,3,Renault,13.0,2019,5,Barcelona,10.0,3,Renault,Barcelona
13.0,HUL,27,Renault,0.0,2019,5,Barcelona,16.0,27,Renault,Barcelona
14.0,RAI,7,Alfa Romeo Racing,14.0,2019,5,Barcelona,14.0,7,Alfa Romeo Racing,Barcelona
15.0,PER,11,Racing Point,15.0,2019,5,Barcelona,15.0,11,Racing Point,Barcelona
16.0,GIO,99,Alfa Romeo Racing,18.0,2019,5,Barcelona,18.0,99,Alfa Romeo Racing,Barcelona
17.0,RUS,63,Williams,19.0,2019,5,Barcelona,19.0,63,Williams,Barcelona
18.0,KUB,88,Williams,17.0,2019,5,Barcelona,20.0,88,Williams,Barcelona
19.0,STR,18,Racing Point,16.0,2019,5,Barcelona,17.0,18,Racing Point,Barcelona
20.0,NOR,4,McLaren,10.0,2019,5,Barcelona,11.0,4,McLaren,Barcelona
1.0,HAM,44,Mercedes,1.0,2019,6,Monte Carlo,1.0,44,Mercedes,Monte Carlo
2.0,VET,5,Ferrari,4.0,2019,6,Monte Carlo,4.0,5,Ferrari,Monte Carlo
3.0,BOT,77,Mercedes,2.0,2019,6,Monte Carlo,2.0,77,Mercedes,Monte Carlo
4.0,VER,33,Red Bull Racing,3.0,2019,6,Monte Carlo,3.0,33,Red Bull Racing,Monte Carlo
5.0,GAS,10,Red Bull Racing,8.0,2019,6,Monte Carlo,5.0,10,Red Bull Racing,Monte Carlo
6.0,SAI,55,McLaren,9.0,2019,6,Monte Carlo,9.0,55,McLaren,Monte Carlo
7.0,KVY,26,Toro Rosso,7.0,2019,6,Monte Carlo,8.0,26,Toro Rosso,Monte Carlo
8.0,ALB,23,Toro Rosso,10.0,2019,6,Monte Carlo,10.0,23,Toro Rosso,Monte Carlo
9.0,RIC,3,Renault,6.0,2019,6,Monte Carlo,7.0,3,Renault,Monte Carlo
10.0,GRO,8,Haas F1 Team,13.0,2019,6,Monte Carlo,13.0,8,Haas F1 Team,Monte Carlo
11.0,NOR,4,McLaren,12.0,2019,6,Monte Carlo,12.0,4,McLaren,Monte Carlo
12.0,PER,11,Racing Point,16.0,2019,6,Monte Carlo,17.0,11,Racing Point,Monte Carlo
13.0,HUL,27,Renault,11.0,2019,6,Monte Carlo,11.0,27,Renault,Monte Carlo
14.0,MAG,20,Haas F1 Team,5.0,2019,6,Monte Carlo,6.0,20,Haas F1 Team,Monte Carlo
15.0,RUS,63,Williams,19.0,2019,6,Monte Carlo,19.0,63,Williams,Monte Carlo
16.0,STR,18,Racing Point,17.0,2019,6,Monte Carlo,18.0,18,Racing Point,Monte Carlo
17.0,RAI,7,Alfa Romeo Racing,14.0,2019,6,Monte Carlo,14.0,7,Alfa Romeo Racing,Monte Carlo
18.0,KUB,88,Williams,20.0,2019,6,Monte Carlo,20.0,88,Williams,Monte Carlo
19.0,GIO,99,Alfa Romeo Racing,18.0,2019,6,Monte Carlo,15.0,99,Alfa Romeo Racing,Monte Carlo
20.0,LEC,16,Ferrari,15.0,2019,6,Monte Carlo,16.0,16,Ferrari,Monte Carlo
1.0,HAM,44,Mercedes,2.0,2019,7,Montréal,2.0,44,Mercedes,Montréal
2.0,VET,5,Ferrari,1.0,2019,7,Montréal,1.0,5,Ferrari,Montréal
3.0,LEC,16,Ferrari,3.0,2019,7,Montréal,3.0,16,Ferrari,Montréal
4.0,BOT,77,Mercedes,6.0,2019,7,Montréal,6.0,77,Mercedes,Montréal
5.0,VER,33,Red Bull Racing,9.0,2019,7,Montréal,11.0,33,Red Bull Racing,Montréal
6.0,RIC,3,Renault,4.0,2019,7,Montréal,4.0,3,Renault,Montréal
7.0,HUL,27,Renault,7.0,2019,7,Montréal,7.0,27,Renault,Montréal
8.0,GAS,10,Red Bull Racing,5.0,2019,7,Montréal,5.0,10,Red Bull Racing,Montréal
9.0,STR,18,Racing Point,17.0,2019,7,Montréal,18.0,18,Racing Point,Montréal
10.0,KVY,26,Toro Rosso,10.0,2019,7,Montréal,12.0,26,Toro Rosso,Montréal
11.0,SAI,55,McLaren,11.0,2019,7,Montréal,9.0,55,McLaren,Montréal
12.0,PER,11,Racing Point,15.0,2019,7,Montréal,16.0,11,Racing Point,Montréal
13.0,GIO,99,Alfa Romeo Racing,12.0,2019,7,Montréal,13.0,99,Alfa Romeo Racing,Montréal
14.0,GRO,8,Haas F1 Team,14.0,2019,7,Montréal,15.0,8,Haas F1 Team,Montréal
15.0,RAI,7,Alfa Romeo Racing,16.0,2019,7,Montréal,17.0,7,Alfa Romeo Racing,Montréal
16.0,RUS,63,Williams,18.0,2019,7,Montréal,19.0,63,Williams,Montréal
17.0,MAG,20,Haas F1 Team,0.0,2019,7,Montréal,10.0,20,Haas F1 Team,Montréal
18.0,KUB,88,Williams,19.0,2019,7,Montréal,20.0,88,Williams,Montréal
19.0,ALB,23,Toro Rosso,13.0,2019,7,Montréal,14.0,23,Toro Rosso,Montréal
20.0,NOR,4,McLaren,8.0,2019,7,Montréal,8.0,4,McLaren,Montréal
1.0,HAM,44,Mercedes,1.0,2019,8,Le Castellet,1.0,44,Mercedes,Le Castellet
2.0,BOT,77,Mercedes,2.0,2019,8,Le Castellet,2.0,77,Mercedes,Le Castellet
